station,city,state,country,data_source,longitude,latitude,data_type,ts,aqius,aqicn,pm25,pm10,tp,tp_min,hu,pr,ws,wd,pop,ic,hour,date,weekday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 00:00:00+00:00,152.0,78.0,57.01,64.42,20,20.0,34,1012,2.0,70,0,01n,0,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 01:00:00+00:00,152.0,78.0,57.01,64.42,20,20.0,35,1013,2.0,82,0,01n,1,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 02:00:00+00:00,152.0,78.0,57.01,64.42,20,20.0,34,1013,2.0,97,0,01d,2,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 03:00:00+00:00,152.0,78.0,57.01,64.42,23,23.0,29,1014,2.0,89,0,01d,3,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 04:00:00+00:00,152.0,78.0,57.01,64.42,26,26.0,26,1014,2.0,84,0,01d,4,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 05:00:00+00:00,152.0,78.0,57.01,64.42,29,29.0,23,1014,2.0,79,0,01d,5,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 06:00:00+00:00,152.0,78.0,57.01,64.42,31,31.0,20,1013,1.0,61,0,01d,6,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 07:00:00+00:00,152.0,78.0,57.01,64.42,32,32.0,17,1012,1.0,40,0,01d,7,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 08:00:00+00:00,152.0,78.0,57.01,64.42,33,33.0,14,1011,1.0,6,0,01d,8,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 09:00:00+00:00,152.0,78.0,57.01,64.42,33,33.0,13,1010,2.0,353,0,01d,9,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 10:00:00+00:00,152.0,78.0,57.01,64.42,33,33.0,13,1010,2.0,352,0,01d,10,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 11:00:00+00:00,152.0,78.0,57.01,64.42,32,32.0,14,1010,2.0,352,0,01d,11,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 12:00:00+00:00,152.0,78.0,57.01,64.42,29,29.0,17,1010,2.0,352,0,01d,12,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 13:00:00+00:00,152.0,78.0,57.01,64.42,27,27.0,19,1010,2.0,357,0,01n,13,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 14:00:00+00:00,152.0,78.0,57.01,64.42,26,26.0,21,1011,2.0,11,0,01n,14,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 15:00:00+00:00,152.0,78.0,57.01,64.42,25,25.0,22,1012,2.0,32,0,01n,15,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 16:00:00+00:00,152.0,78.0,57.01,64.42,24,24.0,23,1012,2.0,47,0,02n,16,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 17:00:00+00:00,152.0,78.0,57.01,64.42,24,24.0,24,1012,2.0,57,0,03n,17,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 18:00:00+00:00,152.0,78.0,57.01,64.42,23,23.0,24,1012,2.0,62,0,03n,18,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 19:00:00+00:00,152.0,78.0,57.01,64.42,23,23.0,26,1011,2.0,61,0,04n,19,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 20:00:00+00:00,152.0,78.0,57.01,64.42,22,22.0,27,1011,2.0,66,0,04n,20,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 21:00:00+00:00,152.0,78.0,57.01,64.42,22,22.0,29,1010,2.0,67,0,04n,21,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 22:00:00+00:00,152.0,78.0,57.01,64.42,21,21.0,31,1010,1.0,72,0,04n,22,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-03 23:00:00+00:00,152.0,78.0,57.01,64.42,20,20.0,32,1010,1.0,69,0,04n,23,2024-11-03,Sunday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-04 00:00:00+00:00,156.0,85.0,63.13,77.42,20,20.0,33,1010,1.0,75,0,04n,0,2024-11-04,Monday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-04 01:00:00+00:00,156.0,85.0,63.13,77.42,20,20.0,33,1011,1.0,92,0,01n,1,2024-11-04,Monday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,forecast,2024-11-04 02:00:00+00:00,156.0,85.0,63.13,77.42,20,20.0,33,1011,1.0,87,0,01d,2,2024-11-04,Monday
NetSol LHR 2,Lahore,Punjab,Pakistan,station,74.42166567,31.49656718,current,2024-10-31 02:00:00+00:00,143.0,72.0,52.5,,21,,78,1013,0.0,0,0,50d,2,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 03:00:00+00:00,461.0,356.0,306.0,,21,,73,1013,0.0,0,0,50d,3,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 04:00:00+00:00,368.0,309.0,259.0,,21,,78,1012,0.0,0,0,50n,4,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 05:00:00+00:00,298.0,273.0,223.0,,22,,73,1011,0.0,0,0,50n,5,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 06:00:00+00:00,263.0,238.0,188.0,,22,,78,1011,1.54,300,0,50n,6,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 07:00:00+00:00,255.0,230.0,180.0,,23,,73,1011,1.54,310,0,50n,7,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 08:00:00+00:00,224.0,199.0,149.0,,23,,68,1011,2.06,330,0,50n,8,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 09:00:00+00:00,221.0,194.0,146.0,,23,,68,1011,2.57,330,0,50n,9,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 10:00:00+00:00,237.0,212.0,162.0,,24,,64,1012,0.0,0,0,50n,10,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 11:00:00+00:00,260.0,235.0,185.0,,25,,61,1012,0.0,0,0,50n,11,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 12:00:00+00:00,274.0,249.0,199.0,,26,,53,1011,2.06,310,0,50n,12,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 13:00:00+00:00,314.0,282.0,232.0,,27,,47,1011,2.57,310,0,50n,13,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 14:00:00+00:00,402.0,326.0,276.0,,28,,44,1011,4.12,290,0,50n,14,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 15:00:00+00:00,443.0,347.0,297.0,,28,,44,1010,3.09,330,0,50n,15,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 16:00:00+00:00,553.0,400.0,352.0,,29,,42,1009,4.12,330,0,50n,16,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 17:00:00+00:00,718.0,405.0,435.0,,32,,40,1009,5.14,340,0,50d,17,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 18:00:00+00:00,724.0,406.0,438.0,,33,,40,1008,4.12,310,0,50d,18,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 19:00:00+00:00,655.0,403.0,403.0,,33,,40,1008,4.12,330,0,50d,19,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 20:00:00+00:00,609.0,402.0,380.0,,32,,43,1008,3.09,20,0,50d,20,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 21:00:00+00:00,663.0,404.0,407.0,,31,,48,1009,2.06,330,0,50d,21,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 22:00:00+00:00,702.0,405.0,427.0,,29,,54,1010,3.09,360,0,50d,22,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-29 23:00:00+00:00,559.0,400.0,355.0,,28,,61,1011,2.06,20,0,50d,23,2024-10-29,Tuesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 00:00:00+00:00,279.0,254.0,204.0,,26,,65,1011,0.0,0,0,50d,0,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 01:00:00+00:00,297.0,272.0,222.0,,25,,69,1011,0.0,0,0,50d,1,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 02:00:00+00:00,270.0,245.0,195.0,,23,,73,1011,2.06,30,0,50d,2,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 03:00:00+00:00,281.0,256.0,206.0,,22,,78,1010,4.12,30,0,50d,3,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 04:00:00+00:00,251.0,226.0,176.0,,22,,78,1009,3.09,360,0,50n,4,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 05:00:00+00:00,239.0,214.0,164.0,,22,,83,1009,2.57,350,0,50n,5,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 06:00:00+00:00,293.0,268.0,218.0,,23,,83,1008,2.06,330,0,50n,6,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 07:00:00+00:00,284.0,259.0,209.0,,23,,83,1008,0.0,0,0,50n,7,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 08:00:00+00:00,239.0,214.0,164.0,,23,,83,1008,2.06,90,0,50n,8,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 09:00:00+00:00,193.0,151.0,116.0,,24,,73,1008,2.06,60,0,50n,9,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 10:00:00+00:00,190.0,145.0,111.0,,24,,73,1008,3.09,90,0,50n,10,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 11:00:00+00:00,192.0,149.0,114.0,,24,,73,1008,2.06,90,0,50n,11,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 12:00:00+00:00,187.0,140.0,107.0,,26,,65,1009,3.09,40,0,50n,12,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 13:00:00+00:00,204.0,170.0,129.0,,27,,61,1008,3.09,40,0,50n,13,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 14:00:00+00:00,220.0,193.0,145.0,,27,,61,1008,3.09,40,0,50n,14,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 15:00:00+00:00,229.0,204.0,154.0,,27,,61,1008,3.09,50,0,50n,15,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 16:00:00+00:00,223.0,197.0,148.0,,30,,48,1007,2.06,70,0,50n,16,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 17:00:00+00:00,216.0,187.0,141.0,,31,,48,1006,3.09,60,0,50d,17,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 18:00:00+00:00,218.0,190.0,143.0,,32,,45,1006,2.57,80,0,50d,18,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 19:00:00+00:00,196.0,157.0,120.0,,32,,45,1006,2.57,90,0,50d,19,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 20:00:00+00:00,191.0,146.0,112.0,,31,,48,1007,3.09,90,0,50d,20,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 21:00:00+00:00,203.0,169.0,128.0,,30,,54,1008,4.12,90,0,50d,21,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 22:00:00+00:00,200.0,164.0,125.0,,29,,58,1009,4.12,100,0,50d,22,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-30 23:00:00+00:00,193.0,150.0,115.0,,26,,73,1010,3.09,90,0,50d,23,2024-10-30,Wednesday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,history,2024-10-31 00:00:00+00:00,200.0,164.0,125.0,,24,,78,1010,3.09,120,0,50d,0,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 01:00:00+00:00,200.0,164.0,,,21,,73,1013,0.0,0,0,50d,1,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 03:00:00+00:00,194.0,153.0,74.99,122.12,22,22.0,65,1013,2.0,319,0,01d,3,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 04:00:00+00:00,191.0,148.0,74.99,122.12,24,24.0,56,1013,3.0,313,0,01d,4,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 05:00:00+00:00,188.0,143.0,74.99,122.12,27,27.0,45,1013,3.0,306,0,01d,5,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 06:00:00+00:00,185.0,137.0,74.99,122.12,30,30.0,33,1013,3.0,301,0,01d,6,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 07:00:00+00:00,183.0,132.0,74.99,122.12,33,33.0,19,1012,3.0,300,0,01d,7,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 08:00:00+00:00,180.0,127.0,74.99,122.12,34,34.0,17,1011,3.0,304,0,01d,8,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 09:00:00+00:00,177.0,121.0,74.99,122.12,34,34.0,16,1010,3.0,308,0,01d,9,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 10:00:00+00:00,174.0,116.0,74.99,122.12,34,34.0,15,1009,3.0,310,0,01d,10,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 11:00:00+00:00,171.0,111.0,74.99,122.12,33,33.0,15,1009,2.0,311,0,01d,11,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 12:00:00+00:00,168.0,105.0,74.99,122.12,30,30.0,18,1009,2.0,308,0,01d,12,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 13:00:00+00:00,165.0,100.0,74.99,122.12,28,28.0,19,1010,1.0,303,0,01n,13,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 14:00:00+00:00,165.0,100.0,74.99,122.12,27,27.0,20,1010,1.0,308,0,01n,14,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 15:00:00+00:00,165.0,100.0,74.99,122.12,26,26.0,21,1011,2.0,322,0,01n,15,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 16:00:00+00:00,165.0,100.0,74.99,122.12,25,25.0,22,1011,2.0,342,0,01n,16,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 17:00:00+00:00,165.0,100.0,74.99,122.12,25,25.0,23,1011,1.0,349,0,01n,17,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 18:00:00+00:00,165.0,100.0,74.99,122.12,24,24.0,24,1011,2.0,327,0,01n,18,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 19:00:00+00:00,165.0,100.0,74.99,122.12,23,23.0,25,1011,1.0,342,0,01n,19,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 20:00:00+00:00,165.0,100.0,74.99,122.12,23,23.0,26,1011,1.0,360,0,01n,20,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 21:00:00+00:00,165.0,100.0,74.99,122.12,22,22.0,28,1010,1.0,360,0,01n,21,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 22:00:00+00:00,165.0,100.0,74.99,122.12,22,22.0,29,1010,1.0,344,0,01n,22,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-10-31 23:00:00+00:00,165.0,100.0,74.99,122.12,21,21.0,30,1010,1.0,334,0,01n,23,2024-10-31,Thursday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 00:00:00+00:00,146.0,74.0,53.83,69.1,21,21.0,30,1010,1.0,324,0,01n,0,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 01:00:00+00:00,146.0,74.0,53.83,69.1,21,21.0,31,1011,1.0,329,0,01n,1,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 02:00:00+00:00,146.0,74.0,53.83,69.1,21,21.0,31,1012,1.0,335,0,01d,2,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 03:00:00+00:00,146.0,74.0,53.83,69.1,24,24.0,26,1012,1.0,317,0,01d,3,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 04:00:00+00:00,146.0,74.0,53.83,69.1,27,27.0,22,1013,1.0,294,0,01d,4,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 05:00:00+00:00,146.0,74.0,53.83,69.1,30,30.0,19,1013,2.0,293,0,01d,5,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 06:00:00+00:00,146.0,74.0,53.83,69.1,32,32.0,17,1012,2.0,296,0,01d,6,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 07:00:00+00:00,146.0,74.0,53.83,69.1,33,33.0,15,1011,3.0,300,0,01d,7,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 08:00:00+00:00,146.0,74.0,53.83,69.1,34,34.0,13,1010,3.0,302,0,01d,8,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 09:00:00+00:00,146.0,74.0,53.83,69.1,34,34.0,12,1010,3.0,304,0,01d,9,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 10:00:00+00:00,146.0,74.0,53.83,69.1,34,34.0,11,1009,3.0,308,0,01d,10,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 11:00:00+00:00,146.0,74.0,53.83,69.1,33,33.0,12,1009,2.0,320,0,01d,11,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 12:00:00+00:00,146.0,74.0,53.83,69.1,29,29.0,15,1009,1.0,357,0,01d,12,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 13:00:00+00:00,146.0,74.0,53.83,69.1,28,28.0,16,1010,1.0,28,0,01n,13,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 14:00:00+00:00,146.0,74.0,53.83,69.1,27,27.0,17,1011,1.0,47,0,01n,14,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 15:00:00+00:00,146.0,74.0,53.83,69.1,26,26.0,18,1011,2.0,59,0,01n,15,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 16:00:00+00:00,146.0,74.0,53.83,69.1,25,25.0,20,1012,2.0,72,0,01n,16,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 17:00:00+00:00,146.0,74.0,53.83,69.1,24,24.0,21,1012,2.0,86,0,01n,17,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 18:00:00+00:00,146.0,74.0,53.83,69.1,23,23.0,24,1011,2.0,97,0,01n,18,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 19:00:00+00:00,146.0,74.0,53.83,69.1,22,22.0,27,1011,2.0,109,0,01n,19,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 20:00:00+00:00,146.0,74.0,53.83,69.1,22,22.0,29,1011,2.0,108,0,01n,20,2024-11-01,Friday
Pakistan Engineering Services (Pvt) Ltd.,Lahore,Punjab,Pakistan,station,74.423,31.4683,forecast,2024-11-01 21:00:00+00:00,146.0,74.0,53.83,69.1,22,22.0,31,1011,2.0,100,0,01n,21,2024-11-01,Friday
